paper,chunk_id,text,characters
paper2,80,"enable the multi-center data pooling on which regulatory qualification depends, and accel-
erate the maturation of EHG from a promising signal into a validated clinical measurement.
Representative clinical and technical studies, summarized in Table 3, illustrate both the
consistent promise of the modality and the methodological heterogeneity that a shared
reporting standard would address.
Table 3. Selected key clinical and technical studies of EHG/uterine EMG.
Study
Population/Design
Modality and Features
Key Reported Performance
Steer 1950 [6]
Human labor
First abdominal EHG recording
Established feasibility (qualitative)
Devedeux 1993 [10]
Review (animal + human)
Internal vs. surface EMG
Internal and surface EMG in phase with
IUP; similar spectra
Buhimschi 1997 [51]
40 women, 20–43 wk
Abdominal surface EMG, power
spectrum
Activity low through pregnancy, rises
sharply at labor
Lucovnik 2011 [3]
116 women
Propagation velocity + PS peak
frequency
Delivery <7 d predicted, AUC 0.96 (vs.",998
paper2,81,"spectrum
Activity low through pregnancy, rises
sharply at labor
Lucovnik 2011 [3]
116 women
Propagation velocity + PS peak
frequency
Delivery <7 d predicted, AUC 0.96 (vs.
Bishop 0.72)
Lucovnik 2011 [18]
Term/preterm cohorts
EMG labor diagnosis
Distinguished labor from non-labor
Ren 2015 [17]
TPEHG public database
EMD + sample entropy, ML
Preterm prediction AUC up to 0.99
Euliano 2013 [2]
Laboring women
EHG vs. TOCO vs. IUPC
EHG sensitivity 86–95%; superior at
high BMI
Hadar 2015 [1]
43 women, 385 tracings, term
EUM vs. TOCO vs. IUPC
EUM sensitivity 94% vs. TOCO 54%;
EUM approx. IUPC
Cohen 2012 [14]
Multicenter, term labor
Abdominal fetal ECG + uterine
(AN24)
Abdominal FHR positive agreement
~82% vs. scalp
Garcia-Casado 2018 [29]
Review
EHG for preterm diagnosis
Synthesizes predictive EHG parameters
Translational Readiness
It is useful to separate what EHG can do now from what remains aspirational. Current",919
paper2,82,"Review
EHG for preterm diagnosis
Synthesizes predictive EHG parameters
Translational Readiness
It is useful to separate what EHG can do now from what remains aspirational. Current
applications fall into three tiers of evidence. Category A, supported by clinical evidence,
comprises intrapartum detection of contraction timing and frequency, where it matches
the performance of intrauterine pressure catheter and outperforms tocodynamometry,
including in patients with obesity (Table 3). Category B, promising but not yet validated
for routine care, comprises prediction of spontaneous preterm birth and discrimination of
true from false labor using spectral peak frequency, propagation velocity, and nonlinear
https://doi.org/10.3390/s26154669
Sensors 2026, 26, 4669
19 of 23
features, where reported accuracy is high but is derived largely from retrospective, single-
center cohorts. Category C, experimental or conceptual, comprises tocolytic-response",953
paper2,83,"19 of 23
features, where reported accuracy is high but is derived largely from retrospective, single-
center cohorts. Category C, experimental or conceptual, comprises tocolytic-response
monitoring, postpartum atony surveillance, three-dimensional electromyometrial imaging,
and therapeutic electrical modulation of the uterus.
Five priorities would move the field from Category B toward Category A: (1) adoption
of a common minimum reporting standard (Table 2); (2) prospective, externally validated,
and biologically interpretable prediction models with pre-specified decision thresholds and
explicit handling of confounders; (3) randomized or pragmatic trials linking EHG-guided
management to maternal and neonatal outcomes; (4) large, shared, well-annotated datasets
spanning gestational ages and populations; and (5) device designs that cleanly separate the
uterine EMG channel from fetal and maternal ECG. These applications and priorities are",949
paper2,84,"spanning gestational ages and populations; and (5) device designs that cleanly separate the
uterine EMG channel from fetal and maternal ECG. These applications and priorities are
placed on a research-to-clinic translational ladder (Figure 5).
Figure 5. Translational-readiness ladder for electrohysterography. Applications are grouped by evi-
dence tier: Category A, supported by clinical evidence (intrapartum contraction detection); Category
B, promising but not yet validated (preterm-birth prediction and true- versus false-labor discrimi-
nation); and Category C, experimental or conceptual (tocolytic-response monitoring, postpartum
atony surveillance, electromyometrial imaging, and therapeutic electrical modulation). Ascending
the ladder depends on five field priorities: adoption of a common minimum reporting standard,
prospective externally validated and biologically interpretable prediction models, outcome-linked",927
paper2,85,"the ladder depends on five field priorities: adoption of a common minimum reporting standard,
prospective externally validated and biologically interpretable prediction models, outcome-linked
trials, large shared annotated datasets, and device designs that cleanly separate the uterine EMG
channel from fetal and maternal ECG.
8. Summary and Future Directions
8.1. Key Messages
•
EHG and invasive uterine EMG measure the electrical driver of contraction directly,
unlike the mechanical surrogates used by tocodynamometry and CTG.
•
EHG detects contractions far more reliably than tocodynamometry (~94% vs. ~54%
against the IUPC) and is robust to maternal obesity.
•
Peak frequency and propagation velocity carry preterm-birth predictive information
unavailable to mechanical monitors, although current evidence is largely retrospective.
•
The chief obstacle to adoption is methodological heterogeneity; a minimum reporting
standard (Table 2) is proposed to address this.",970
paper2,86,"•
The chief obstacle to adoption is methodological heterogeneity; a minimum reporting
standard (Table 2) is proposed to address this.
https://doi.org/10.3390/s26154669
Sensors 2026, 26, 4669
20 of 23
•
CTG remains essential for fetal surveillance; EHG is positioned to complement or
replace its tocodynamometric channel.
8.2. Summary
Electrohysterography and uterine electromyography provide powerful windows into
the electrical activation of the uterus, the engine behind labor contractions. Historically,
researchers have recognized that the key to understanding and predicting labor lies in the
uterus’s electrical signals [10]. Over decades, technology advanced from invasive record-
ings to today’s noninvasive EHG, allowing these signals to be captured safely. We reviewed
how EHG/EMG signals originate from smooth-muscle action potentials, propagate via a
coupled uterine syncytium, and manifest as low-frequency bursts correlating with contrac-",952
paper2,87,"how EHG/EMG signals originate from smooth-muscle action potentials, propagate via a
coupled uterine syncytium, and manifest as low-frequency bursts correlating with contrac-
tions. Signal acquisition is feasible with surface electrodes and specialized amplifiers, and
the signals typically show a composite of slow baseline shifts and fast-wave components up
to ~1 Hz. A multitude of signal-processing techniques, from spectral analysis to machine
learning, have been applied to extract features such as peak frequency, which rises as labor
nears, or signal entropy, which falls as contractions become more organized. Clinically,
uterine EMG has shown value in accurately detecting contractions, distinguishing true
from false labor, predicting impending preterm delivery, and characterizing labor efficiency.
It holds advantages over traditional tocography, especially in cases of maternal obesity
or preterm-labor diagnosis where mechanical methods falter. EHG-based monitors have",982
paper2,88,"It holds advantages over traditional tocography, especially in cases of maternal obesity
or preterm-labor diagnosis where mechanical methods falter. EHG-based monitors have
demonstrated equivalent or superior performance to intrauterine pressure catheters in
identifying contraction patterns [1], without the need for uterine invasion. CTG, while
limited as a uterine-activity monitor, remains indispensable for its concurrent assessment
of fetal well-being. Yet challenges remain, notably, ensuring high signal quality amid noise,
standardizing methodologies, and educating clinicians on interpretation. Nevertheless,
the momentum is clearly toward incorporating uterine EHG into obstetric practice, as
evidenced by emerging FDA-cleared devices and a growing literature supporting its utility.
8.3. Future Directions
The near-term agenda follows directly from the priorities set out under Translational
Readiness (Section Translational Readiness). Clinically, the field needs practice guidelines",996
paper2,89,"The near-term agenda follows directly from the priorities set out under Translational
Readiness (Section Translational Readiness). Clinically, the field needs practice guidelines
and, above all, prospective multi-center and randomized trials that link EHG-guided deci-
sions, for example in preterm-labor triage, to maternal and neonatal outcomes rather than to
diagnostic accuracy alone, with one such trial comparing noninvasive electrophysiological
monitoring with conventional monitoring during labor is already under way [52]. Such
trials should pre-specify thresholds and account for confounders known to affect the signal,
including gestational age, body mass index, adipose thickness, parity, and electrode place-
ment. Analytically, larger shared datasets and rigorous external validation are needed, and
predictive models should favor biologically interpretable, explainable features over opaque
classifiers so that clinicians can understand and trust their output [30,39]. Personalized",996
paper2,90,"predictive models should favor biologically interpretable, explainable features over opaque
classifiers so that clinicians can understand and trust their output [30,39]. Personalized
baselines, in which a woman’s own early-pregnancy EHG calibrates later thresholds, may
help manage interpatient variability.
Technically, continued miniaturization, dry electrodes, longer battery life, and multi-
modal patches that combine uterine EMG with fetal ECG (Section 6) will ease home use.
Higher-density and imaging approaches, notably electromyometrial imaging, are moving
from animal models to human studies and offer three-dimensional maps of uterine activation
and maturation [37,53]. Physiologically, better characterization of pacemaker behavior, of the
slow-wave component, and of the separation of uterine from gastrointestinal smooth-muscle
activity [44] would deepen interpretation and could eventually support therapeutic modula-",933
paper2,91,"slow-wave component, and of the separation of uterine from gastrointestinal smooth-muscle
activity [44] would deepen interpretation and could eventually support therapeutic modula-
tion of uterine excitability. Because EHG is inexpensive once developed, robust low-power
https://doi.org/10.3390/s26154669
Sensors 2026, 26, 4669
21 of 23
devices could also extend obstetric monitoring to low-resource settings. Across all of these,
adoption of a common reporting standard (Section 7) is the enabling step.
Author Contributions: Conceptualization, R.G.; methodology, R.G., formal analysis, G.B. and
K.G.R.V.; data curation G.B.; writing-original draft, R.G., G.B. and K.G.R.V.; review and editing, R.G.;
supervision, R.G.; Project administration, R.G. All authors have read and agreed to the published
version of the manuscript.
Funding: This research received no external funding.
Institutional Review Board Statement: Not applicable.
Informed Consent Statement: Not applicable.",977
paper2,92,"version of the manuscript.
Funding: This research received no external funding.
Institutional Review Board Statement: Not applicable.
Informed Consent Statement: Not applicable.
Data Availability Statement: No new data were created or analyzed in this study. Data sharing is
not applicable to this article.
Conflicts of Interest: The authors declare no conflict of interest.
References
1.
Hadar, E.; Biron-Shental, T.; Gavish, O.; Raban, O.; Yogev, Y. A comparison between electrical uterine monitor, tocodynamometer
and intra uterine pressure catheter for uterine activity in labor. J. Matern Fetal Neonatal Med. 2015, 28, 1367–1374. [PubMed]
2.
Euliano, T.Y.; Nguyen, M.T.; Darmanjian, S.; McGorray, S.P.; Euliano, N.; Onkala, A.; Gregg, A.R. Monitoring uterine activity
during labor: A comparison of 3 methods. Am. J. Obstet. Gynecol. 2013, 208, 66.e1–66.e6. [CrossRef] [PubMed]
3.",884
paper2,93,"during labor: A comparison of 3 methods. Am. J. Obstet. Gynecol. 2013, 208, 66.e1–66.e6. [CrossRef] [PubMed]
3.
Lucovnik, M.; Maner, W.L.; Chambliss, L.R.; Blumrick, R.; Balducci, J.; Novak-Antolic, Z.; Garfield, R.E. Noninvasive uterine
electromyography for prediction of preterm delivery. Am. J. Obstet. Gynecol. 2011, 204, 228.e1–228.e10. [CrossRef] [PubMed]
4.
Barnova, K.; Martinek, R.; Horakova, J.; Simetka, O.; Vilimkova Kahankova, R. Electrohysterography in modern obstetrics:
Advances in signal processing, machine learning, and clinical applications. Artif. Intell. Med. 2026, 171, 103303. [CrossRef]
[PubMed]
5.
Chopra, J.; Maden, C.; Howlett, I.; Perry, H.; Kermack, A.J.; Ozbey Arabaci, M.; Chapman, A.; Yang, K.; Altamirano, D.; Cheong,
Y. Use of uterine activity to predict preterm birth by artificial intelligence assisted models: A narrative systematic review. J.
Matern.-Fetal Neonatal Med. 2026, 39, 2582375. [CrossRef] [PubMed]
6.",951
paper2,94,"Y. Use of uterine activity to predict preterm birth by artificial intelligence assisted models: A narrative systematic review. J.
Matern.-Fetal Neonatal Med. 2026, 39, 2582375. [CrossRef] [PubMed]
6.
Steer, C.M.; Hertsch, G.J. Electrical activity of the human uterus in labor; the electrohysterograph. Am. J. Obstet. Gynecol. 1950, 59,
25–40. [CrossRef] [PubMed]
7.
Larks, S.D.; Dasgupta, K. Wave forms of the electrohysterogram in pregnancy and labor. Am. J. Obstet. Gynecol. 1958, 75,
1069–1078. [CrossRef] [PubMed]
8.
Wolfs, G.M.J.A.; van Leeuwen, M. Electromyographic observations on the human uterus during labour. Acta Obstet. Gynecol.
Scand. Suppl. 1979, 90, 1–61. [CrossRef] [PubMed]
9.
Planes, J.G.; Morucci, J.P.; Grandjean, H.; Favretto, R. External recording and processing of fast electrical activity of the uterus in
human parturition. Med. Biol. Eng. Comput. 1984, 22, 585–591. [CrossRef] [PubMed]
10.",916
paper2,95,"human parturition. Med. Biol. Eng. Comput. 1984, 22, 585–591. [CrossRef] [PubMed]
10.
Devedeux, D.; Marque, C.; Mansour, S.; Germain, G.; Duchene, J. Uterine electromyography: A critical review. Am. J. Obstet.
Gynecol. 1993, 169, 1636–1653. [CrossRef] [PubMed]
11.
Chow, L.; Lye, S.J. Expression of the gap junction protein connexin-43 is increased in the human myometrium toward term and
with the onset of labor. Am. J. Obstet. Gynecol. 1994, 170, 788–795. [CrossRef] [PubMed]
12.
Garfield, R.E.; Hayashi, R.H. Appearance of gap junctions in the myometrium of women during labor. Am. J. Obstet. Gynecol.
1981, 140, 254–260. [CrossRef] [PubMed]
13.
Rabotti, C.; Mischi, M.; Beulen, L.; Oei, G.; Bergmans, J.W.M. Modeling and identification of the electrohysterographic volume
conductor by high-density electrodes. IEEE Trans. Biomed. Eng. 2010, 57, 519–527. [CrossRef] [PubMed]
14.",881
paper2,96,"conductor by high-density electrodes. IEEE Trans. Biomed. Eng. 2010, 57, 519–527. [CrossRef] [PubMed]
14.
Cohen, W.R.; Ommani, S.; Hassan, S.; Mirza, F.G.; Solomon, M.; Brown, R.; Schifrin, B.S.; Himsworth, J.M.; Hayes-Gill, B.R.
Accuracy and reliability of fetal heart rate monitoring using maternal abdominal surface electrodes. Acta Obstet. Gynecol. Scand.
2012, 91, 1306–1313. [CrossRef] [PubMed]
15.
Garfield, R.E.; Maner, W.L. Physiology and electrical activity of uterine contractions. Semin. Cell Dev. Biol. 2007, 18, 289–295.
[CrossRef] [PubMed]
16.
Rabotti, C.; Oei, S.G.; van ’t Hooft, J.; Mischi, M. Electrohysterographic propagation velocity for preterm delivery prediction. Am.
J. Obstet. Gynecol. 2011, 205, e9–e10. [CrossRef] [PubMed]
17.
Ren, P.; Yao, S.; Li, J.; Valdes-Sosa, P.A.; Kendrick, K.M. Improved Prediction of Preterm Delivery Using Empirical Mode
Decomposition Analysis of Uterine Electromyography Signals. PLoS ONE 2015, 10, e0132116. [CrossRef] [PubMed]",984
paper2,97,"Decomposition Analysis of Uterine Electromyography Signals. PLoS ONE 2015, 10, e0132116. [CrossRef] [PubMed]
https://doi.org/10.3390/s26154669
Sensors 2026, 26, 4669
22 of 23
18.
Lucovnik, M.; Kuon, R.J.; Chambliss, L.R.; Maner, W.L.; Shi, S.Q.; Shi, L.; Balducci, J.; Garfield, R.E. Use of uterine electromyogra-
phy to diagnose term and preterm labor. Acta Obstet. Gynecol. Scand. 2011, 90, 150–157. [CrossRef] [PubMed]
19.
Acquaviva, G.; Lensen, I.S.; Peri, E.; van der Hout-van der Jagt, M.B.; van Laar, J.; Galli, A.; Mischi, M. Automatic detection
of uterine contractions before and during labor using EHG: A systematic review. Comput. Methods Programs Biomed. 2026, 284,
109460. [CrossRef] [PubMed]
20.
Portillo-Rodriguez, O.; Escalante-Gaytan, J.; Sandoval-Gonzalez, O.O.; Soria, P.R.; Mendieta-Zeron, H.; Echeverria, J.C.; Pena-
Castillo, M.A.; Abarca-Castro, E.A.; Reyes-Lagos, J.J. Cervical dilation classification from electrohysterography and clinical",964
paper2,98,"Castillo, M.A.; Abarca-Castro, E.A.; Reyes-Lagos, J.J. Cervical dilation classification from electrohysterography and clinical
features: A machine-learning-derived digital biomarker. Digit. Biomark. 2026, 10, 139–150. [CrossRef] [PubMed]
21.
Cui, J.; Zhang, X.; Li, X.; Luo, X.; Chen, X.; Yin, Z. Preterm birth prediction from electrohysterogram using multivariate empirical
mode decomposition. Med. Biol. Eng. Comput. 2025, 63, 1867–1880. [CrossRef] [PubMed]
22.
Li, W.; Yang, Y.; Li, G.; Nieto-Del-Amor, F.; Prats-Boluda, G.; Garcia-Casado, J.; Ye-Lin, Y.; Hao, D. Synchronization study of
electrohysterography for discrimination of imminent delivery in pregnant women with threatened preterm labor. Comput. Biol.
Med. 2025, 184, 109417. [CrossRef] [PubMed]
23.
Cholke, P.; Mulani, U.M.; Kulkarni, A.M.; Joshi, D.; Shahapurkar, A.G.; Gadhave, R.T. Multi-DNBiTM: Preterm labor prediction",888
paper2,99,"Med. 2025, 184, 109417. [CrossRef] [PubMed]
23.
Cholke, P.; Mulani, U.M.; Kulkarni, A.M.; Joshi, D.; Shahapurkar, A.G.; Gadhave, R.T. Multi-DNBiTM: Preterm labor prediction
from electrohysterography signals using multi-head attention-enabled deep learning framework. Comput. Methods Biomech.
Biomed. Eng. 2025, 1–22. [CrossRef] [PubMed]
24.
Ammar, H.; Diab, A.; Zalc, V.; Istrate, D.; Khalil, M.; Marque, C. Optimal electrohysterography signal preprocessing for delivery
term prediction using hypergraph neural networks. In 2025 47th Annual International Conference of the IEEE Engineering in Medicine
and Biology Society (EMBC); IEEE: New York, NY, USA, 2025; pp. 1–6.
25.
Alimgozhina, A.; Akhtar, M.T. Exploring the joint effect of resampling techniques and cross-validation for preterm birth prediction.
In 2025 47th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC); IEEE: New York, NY,
USA, 2025; pp. 1–6.
26.",959
paper2,100,"In 2025 47th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC); IEEE: New York, NY,
USA, 2025; pp. 1–6.
26.
Sun, Y.; Sun, T.; Li, S.; Wei, Y.; Niu, H. Prediction of twin preterm birth based on quadratic discriminant analysis and electrohys-
terogram. Comput. Methods Biomech. Biomed. Eng. 2025, 1–10. [CrossRef] [PubMed]
27.
Barnova, K.; Kahankova, R.V.; Ladrova, M.; Martinek, R. Predictive obstetrics: Electrohysterogram-based detection of preterm
labor. In 2025 47th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC); IEEE: New York,
NY, USA, 2025; pp. 1–7.
28.
Tang, J.; Qi, T.; Li, F.; Lin, H.; Ji, X.; Wang, X.; Lai, J.; Cao, C.; Zhu, L.; Fu, S.; et al. Uterine electromyography as a new predictor of
extremely preterm birth: A multifactorial model integrating clinical and bioelectrical parameters. BMC Pregnancy Childbirth 2025,
26, 99. [CrossRef] [PubMed]
29.",958
paper2,101,"extremely preterm birth: A multifactorial model integrating clinical and bioelectrical parameters. BMC Pregnancy Childbirth 2025,
26, 99. [CrossRef] [PubMed]
29.
Garcia-Casado, J.; Ye-Lin, Y.; Prats-Boluda, G.; Mas-Cabo, J.; Alberola-Rubio, J.; Perales, A. Electrohysterography in the diagnosis
of preterm birth: A review. Physiol. Meas. 2018, 39, 02TR01. [CrossRef] [PubMed]
30.
Radomski, D.S. A nonlinear parameterization of multivariate electrohysterographical signals. Comput. Biol. Med. 2015, 67, 13–20.
[CrossRef] [PubMed]
31.
Berben, P.B.Q.; Smolders, Y.L.; de Vries, I.R.; de Klerk, N.D.; Fransen, A.F.; Regis, M.; van der Hout-van der Jagt, M.B.; van
der Ven, M.; Schyns-van den Berg, A.M.J.V.; Oei, S.G.; et al. The effect of labor epidural analgesia on uterine activity using
electrohysterography monitoring: A follow-up study. Acta Obstet. Gynecol. Scand. 2026, 105, 912–921. [CrossRef] [PubMed]
32.",911
paper2,102,"electrohysterography monitoring: A follow-up study. Acta Obstet. Gynecol. Scand. 2026, 105, 912–921. [CrossRef] [PubMed]
32.
Frenken, M.W.E.; Schyns-van den Berg, A.M.J.V.; Oei, S.G.; Regis, M.; Meijer, P.; Houthoff-Khemlani, K.; van Laar, J.O.E.H.;
van der Woude, D.A.A. Uterine contraction frequency after initiation of labour epidural analgesia using electrohysterography
monitoring: A prospective pilot study. Int. J. Obstet. Anesth. 2025, 62, 104296. [CrossRef] [PubMed]
33.
Varela-Albarran, C.G.; Reyes-Lagos, J.J.; Santiago-Fuentes, L.M.; Dorantes-Mendez, G.; Abarca-Castro, E.A.; Soria, P.R.; Espinosa-
Guerrero, A. Higher body-mass index modifies time-resolved maternal autonomic cardiac-uterine coupling during the first stage
of human labour. Exp. Physiol. 2026, 111, 3203–3215. [CrossRef] [PubMed]
34.
Meng, Y.; Garcia-Casado, J.; Prats-Boluda, G.; Martinez-de-Juan, J.L.; Padilla Prieto, C.; Monfort-Ortiz, R.; Diago-Almela, V.J.;",943
paper2,103,"34.
Meng, Y.; Garcia-Casado, J.; Prats-Boluda, G.; Martinez-de-Juan, J.L.; Padilla Prieto, C.; Monfort-Ortiz, R.; Diago-Almela, V.J.;
Hao, D.; Li, G.; Ye-Lin, Y. A comprehensive study of uterine muscle activity during the third trimester: Comparison of singleton
and multiple gestations. IEEE J. Transl. Eng. Health Med. 2026, 14, 11–18. [CrossRef] [PubMed]
35.
Csapo, A.I.; Takeda, H. Effect of Progesterone on the Electric Activity and Intrauterine Pressure of Pregnant and Parturient
Rabbits. Am. J. Obstet. Gynecol. 1965, 91, 221–231. [CrossRef] [PubMed]
36.
Buhimschi, C.; Garfield, R.E. Uterine contractility as assessed by abdominal surface recording of electromyographic activity in
rats during pregnancy. Am. J. Obstet. Gynecol. 1996, 174, 744–753. [CrossRef] [PubMed]
37.
Wu, W.; Wang, H.; Zhao, P.; Talcott, M.; Lai, S.; McKinstry, R.C.; Woodard, P.K.; Macones, G.A.; Schwartz, A.L.; Cahill, A.G.; et al.",915
paper2,104,"37.
Wu, W.; Wang, H.; Zhao, P.; Talcott, M.; Lai, S.; McKinstry, R.C.; Woodard, P.K.; Macones, G.A.; Schwartz, A.L.; Cahill, A.G.; et al.
Noninvasive high-resolution electromyometrial imaging of uterine contractions in a translational sheep model. Sci. Transl. Med.
2019, 11, eaau1428. [CrossRef] [PubMed]
https://doi.org/10.3390/s26154669
Sensors 2026, 26, 4669
23 of 23
38.
Gao, H.; Wen, Z.; Jiang, M.; Nan, Y.; Wang, Y. Enhancing uterine contraction detection through novel EHG signal processing: A
pilot study leveraging the relationship between slow and fast wave components. Front. Physiol. 2025, 16, 1568919. [CrossRef]
[PubMed]
39.
Akazawa, M.; Hashimoto, K. Prediction of preterm birth using artificial intelligence: A systematic review. J. Obstet. Gynaecol.
2022, 42, 1662–1668. [CrossRef] [PubMed]
40.
Radomski, D.S.; Oscik, Z.; Jozwiak, R.; Dmoch-Gajzlerska, E. A Physiologically Explainable Classifier for Labour Prediction",936
paper2,105,"2022, 42, 1662–1668. [CrossRef] [PubMed]
40.
Radomski, D.S.; Oscik, Z.; Jozwiak, R.; Dmoch-Gajzlerska, E. A Physiologically Explainable Classifier for Labour Prediction
Based on Electrohysterographical Signals. Appl. Sci. 2025, 15, 12960. [CrossRef]
41.
Berben, P.B.Q.; Messing, F.M.; de Vries, I.R.; Dieleman, J.P.; Fransen, A.F.; van der Ven, M.; van der Hout-van der Jagt, M.B.; Oei,
S.G.; van Laar, J.O.E.H. Insights in the (patho)physiology of uterine activity in the first 30 min after childbirth. Placenta 2026, 178,
48–55. [CrossRef] [PubMed]
42.
Frenken, M.W.E.; van der Woude, D.A.A.; van Willigen, B.G.; Dieleman, J.P.; Oei, S.G.; van Laar, J. A positive association between
postpartum electrohysterography parameters and blood loss after vaginal delivery: A prospective study. Placenta 2025, 160, 11–19.
[CrossRef] [PubMed]
43.
Berben, P.B.Q.; Frenken, M.W.E.; Fransen, A.F.; Delvaux, E.J.L.G.; van der Ven, M.; van der Hout-van der Jagt, M.B.; Oei, S.G.; van",971
paper2,106,"[CrossRef] [PubMed]
43.
Berben, P.B.Q.; Frenken, M.W.E.; Fransen, A.F.; Delvaux, E.J.L.G.; van der Ven, M.; van der Hout-van der Jagt, M.B.; Oei, S.G.; van
Laar, J.O.E.H. Objective monitoring of postpartum uterine activity: A systematic scoping review. Front. Med. 2026, 13, 1703494.
[CrossRef]
44.
Pribek, I.K.; Szucs, K.F.; Sule, M.; Grosz, G.; Ducza, E.; Vigh, D.; Toth, E.; Janka, Z.; Kalman, J.; Datki, Z.L.; et al. Detection of
acute stress by smooth muscle electromyography: A translational study on rat and human. Life Sci. 2021, 277, 119492. [CrossRef]
[PubMed]
45.
Ayres-de-Campos, D.; Nogueira-Reis, Z. Technical characteristics of current cardiotocographic monitors. Best Pract. Res. Clin.
Obstet. Gynaecol. 2016, 30, 22–32. [CrossRef] [PubMed]
46.
Divon, M.Y.; Torres, F.P.; Yeh, S.Y.; Paul, R.H. Autocorrelation techniques in fetal monitoring. Am. J. Obstet. Gynecol. 1985, 151, 2–6.
[CrossRef] [PubMed]
47.",921
paper2,107,"46.
Divon, M.Y.; Torres, F.P.; Yeh, S.Y.; Paul, R.H. Autocorrelation techniques in fetal monitoring. Am. J. Obstet. Gynecol. 1985, 151, 2–6.
[CrossRef] [PubMed]
47.
Dawes, G.S.; Redman, C.W.G.; Smith, J.H. Improvements in the registration and analysis of fetal heart rate records at the bedside.
Br. J. Obstet. Gynaecol. 1985, 92, 317–325. [CrossRef] [PubMed]
48.
Boehm, F.H.; Fields, L.M.; Hutchison, J.M.; Bowen, A.W.; Vaughn, W.K. The indirectly obtained fetal heart rate: Comparison of
first- and second-generation electronic fetal monitors. Am. J. Obstet. Gynecol. 1986, 155, 10–14. [CrossRef] [PubMed]
49.
Ye-Lin, Y.; Alberola-Rubio, J.; Prats-Boluda, G.; Bueno Barrachina, J.M.; Perales, A.; Valero, J.; Desantes, D.; Garcia-Casado, J.
Non-invasive electrohysterogram recording using flexible concentric ring electrode. In 2014 36th Annual International Conference of
the IEEE Engineering in Medicine and Biology Society; IEEE: New York, NY, USA, 2014; pp. 4050–4053.
50.",978
paper2,108,"the IEEE Engineering in Medicine and Biology Society; IEEE: New York, NY, USA, 2014; pp. 4050–4053.
50.
Reis-de-Carvalho, C.; Carvalho-Afonso, M.; Marinho-Soares, C.; David, I.; Ayres-de-Campos, D. Acceptability of intrapartum
cardiotocography using wireless transabdominal fetal ECG and electrohysterography: A prospective cohort. Eur. J. Obstet.
Gynecol. Reprod. Biol. 2025, 310, 113955. [CrossRef] [PubMed]
51.
Buhimschi, C.; Boyle, M.B.; Garfield, R.E. Electrical activity of the human uterus during pregnancy as recorded from the abdominal
surface. Obstet. Gynecol. 1997, 90, 102–111. [CrossRef] [PubMed]
52.
Berben, P.B.Q.; de Klerk, N.D.; van der Ven, M.; Fransen, A.F.; Niemarkt, H.J.; van den Heuvel, E.R.; van der Hout-van der Jagt,
M.B.; Oei, S.G.; van Laar, J.O.E.H. Non-invasive electrophysiological monitoring vs conventional monitoring during labour in
a tertiary obstetric care centre in the Netherlands: Study protocol (NIEM-II study). BMJ Open 2025, 15, e102901. [CrossRef]",991
paper2,109,"a tertiary obstetric care centre in the Netherlands: Study protocol (NIEM-II study). BMJ Open 2025, 15, e102901. [CrossRef]
[PubMed]
53.
Wang, H.; Wen, Z.; Wu, W.; Sun, Z.; Kisrieva-Ware, Z.; Lin, Y.; Wang, S.; Gao, H.; Xu, H.; Zhao, P.; et al. Noninvasive
electromyometrial imaging of human uterine maturation during term labor. Nat. Commun. 2023, 14, 1198. [CrossRef] [PubMed]
Disclaimer/Publisher’s Note: The statements, opinions and data contained in all publications are solely those of the individual
author(s) and contributor(s) and not of MDPI and/or the editor(s). MDPI and/or the editor(s) disclaim responsibility for any injury to
people or property resulting from any ideas, methods, instructions or products referred to in the content.
https://doi.org/10.3390/s26154669",782
paper3,0,"European Journal of Obstetrics and Gynecology 291 (2023) 23–28
Available online 4 October 2023
0301-2115/© 2023 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-
nc-nd/4.0/).
Full length article 
Detection of postpartum uterine activity with electrohysterography 
Kirsten M.J. Thijssen a,b,c,d,*, Michelle J.M. van den Broek a, Feikje A. Koenraads e, 
Joyce I. Cantineau-Goedegebuure e, Dimitri N.M. Papatsonis e, Bettine G. van Willigen a,b,c, 
Jeanne P. Dieleman f, M. Beatrijs van der Hout-van der Jagt a,b,c,g, Michelle E.M.H. Westerhuis h, 
S. Guid Oei a,b,c 
a Department of Obstetrics and Gynecology, M´axima Medical Center, P.O. Box 7777, 5500 MB Veldhoven, the Netherlands 
b Department of Electrical Engineering, Eindhoven University of Technology, P.O. Box 513, 5600 MB Eindhoven, the Netherlands 
c Eindhoven MedTech Innovation Center (e/MTIC), P.O. Box 513, 5612 AX Eindhoven, the Netherlands",997
